,ngo_name,full_address,city,state,contact_1,contact_2,website,mail
0,DEEKSHA,Deeksha Sriramnagar Attikolla Dharwad,Dharwad,KARNATAKA,Not Available,9449207919,http://www.deekshatrust.com,linnetdsilva(at)yahoo[dot]com
0,DEEKSHITHA CHARITABLE CULTURE TRUST R,74 BANDARALAHALLI VILLAGE C K HALLI POST NAGARAGERE HOBLI,GOWRIBIDNAUR TALUK,KARNATAKA,Not Available,9036601487,Not Available,deekshithatrust(at)gmail[dot]com
0,Deena Seva Sanga,"No22, Risaldar Street, Seshadripuram, Bengaluru-560020",Bengaluru,KARNATAKA,Not Available,7676468605,Not Available,dss1718(at)yahoo[dot]com
0,DEENABANDHU (R),PWD COLONY NEAR FOREST NURSERY CHAMARAJANGARA,CHAMARAJANAGARA,KARNATAKA,Not Available,9448871813,Not Available,deenabandhutrust(at)gmail[dot]com
0,DEENASHRAMA,DEENAASHRAM BOYS HOME SHIVAJI ROAD NR MOHALLA MYSORE,MYSORE,KARNATAKA,Not Available,9845259128,Not Available,mariraj_16(at)rediffmail[dot]com
0,Deepa Academy for the Differently Abled,"No 226/A, Tank Bund Road, Subramanyanagar, Bangalore",Bangalore,KARNATAKA,Not Available,9980368431,Not Available,deepa[dot]academy(at)gmail.com
0,DEEPA SAMAJA SEVA KENDRA,WARD NO. 30 GAYATRI PEETHA HAMPT-583239 TALUK: HOSPETE DISTRICT : BELLARY KARNATAKA,HOSPET,KARNATAKA,Not Available,9164635655,http://ngoinbangalore.com/,deepa[dot]sevakendra(at)gmail.com
0,DEEPANKAR CHARITY FOUNDATION,Warwatti Warwatti B Bidar Bhalki Karnataka State,Bidar,KARNATAKA,Not Available,9845837999,Not Available,deepankarngobidar(at)gmail[dot]com
0,DEFY educational organisation,302 HRC ANANYA APTS JUDICIAL LAYOUT ALLALASANDRA YELAHANKA NEW TOWN,Bangalore,KARNATAKA,Not Available,8861496608,http://www.projectdefy.org,abhijit(at)projectdefy[dot]org
0,DESHPANDE EDUCATIONAL TRUST,DCSE BUILDING BVBVCET CAMPUS VIDYANAGAR,HUBBALLI,KARNATAKA,Not Available,9845267711,https://www.detedu.org/,CHAKRAVARTHY[dot]VASUDEVAN(at)DFMAIL.ORG
0,DESHPANDE FOUNDATION,DCSE Building BVBCET Campus Vidyanagar,HUBLI,KARNATAKA,Not Available,9591217091,http://www.deshpandefoundationindia.org/,ceo(at)dfmail[dot]org
0,DESI POWER FOUNDATION,"4, 2nd Floor, 4th Main, KHM Block, R.T Nagar Main Road, Banglore-560032",Banglore,KARNATAKA,Not Available,9991737733,Not Available,deepak[dot]das(at)desipowerfoundation.org
0,DESITRUST,"NO.27, PATALAMMA TEMPLE STREET, NEAR SOUTH END CIRCLE, BASAVANAGUDI,",BANGALORE,KARNATAKA,Not Available,9620565847,http://desitrust.com/,desitrust(at)gmail[dot]com
0,Devaji Naik Education Society Shanti Nagar Kalburgi (R) 585103 karnataka State,"H.No LIg 12 MSK Mill Road , KHB Colony, Shanti Nagar Kalburgi 585103",Gulbarga,KARNATAKA,Not Available,9448125905,Not Available,vithaljadhav1956(at)gmail[dot]com
0,Devaloka Trust,"No. 60/3,first floor,near royal legends apts, devarachikkanahalli road, bommanahalli, bangalore 560068",Bangalore,KARNATAKA,Not Available,7022075522,http://www.devalokatrust.com,devalokatrust(at)gmail[dot]com
0,DEVAMATHA EDUCATIONAL FOUNDATION,"Dharmaram College,Dharmaram P.O,Bangalore-29",Bangalore,KARNATAKA,Not Available,9972611227,Not Available,office(at)caias[dot]in
0,DEVANGA SAMAJA,"NEAR TUNGABHADRA RIVER,BHANASHANKARI TEMPLE",DAVANAGERE,KARNATAKA,Not Available,9844643483,Not Available,mudugal84(at)gmail[dot]com
0,Devanga Sangha,No 14 Devanga hostel road 10th main Sampangi ramnagar,Bengaluru,KARNATAKA,Not Available,9341905458,Not Available,devangasangha1924(at)gmail[dot]com
0,Development Education Service (DEEDS),"Flat-A , 1st floor, Anand Apartments, Vasanthi Complex , Kadri, Mangaluru, Dakshina Kannada, Karnataka, 575002",Mangaluru,KARNATAKA,Not Available,9448119827,http://www.deeds.org.in,merlmartis(at)gmail[dot]com
0,DEVELOPMENT FOCUS,"917, 9TH B MAIN, 3RD C CROSS, KALYANNAGAR BANGALORE-560043",BANGALORE,KARNATAKA,Not Available,9844124874,Not Available,df(at)devfocus[dot]in
0,DEVELOPMENT INITIATIVES FOR SUSTAINABLE HUMAN ADVANCEMENT(DISHA),"D.No.6-161,V.V.Compound Salmara, Kaikamba,Muloor villageKinnikambla Post-574151 MangaluruDakshina Kannada District, Karnataka,India",Mangaluru,KARNATAKA,Not Available,9448529361,https://dishatrustorg.wordpress.com/,dishatrust(at)gmail[dot]com
0,Development Intiatives for Human and Natural Resources,1st floorNear Sai baba mandira road Bhakthanagari N R Extension Chintamani,CHINTAMANI,KARNATAKA,Not Available,9448345812,Not Available,hadrin2009(at)rediffmail[dot]com
0,Development Makers And Centre For Overall Developments,"Neelakteshwara Building, 2nd Floor,Opp.Ashok Book Stall,Near KSRTC Bus Stand, Hospet583201 Bellary District, Karnataka State",Hospet,KARNATAKA,Not Available,8050102857,Not Available,developmentmaker2007(at)gmail[dot]com
0,DEVELOPMENT OF RURAL ARTISTS MUSICIANS ASSOCIATION DARAMA,MULKI POST AURUD TALUK BIDAR DISTRICT,BIDAR,KARNATAKA,Not Available,9008057294,Not Available,drama[dot]org2001(at)gmail.com
0,Development through Education And Rehabilitation,"63, BORNMANN ENCLAVE, KOTHANUR, BANGALORE-77",BANGALORE,KARNATAKA,Not Available,9844604133,Not Available,dearindia2011(at)gmail[dot]com
0,DEVI MAHILA MANDALI,"H.NO: 1-3-322, Near Budi Baba Darga, Ashapur Road, Raichur",Raichur,KARNATAKA,Not Available,9972466695,Not Available,venkatasaigv(at)gmail[dot]com
0,DEVISHRI GRAMEENA ABHIVRUDDHI SHIKSHANA SAMSTHE,WARD NO 4 KANAKAGIRI TALUK GANGAVATHI DIST KOPPAL,GANGAVATHI,KARNATAKA,Not Available,9449206266,Not Available,chandrashekhara12mahipati(at)gmail[dot]com
0,Dhaatu,"3944/F, 17th D cross, 4th Main, BSK II Stage, Bangalore-560070",Bangalore,KARNATAKA,Not Available,9886444593,http://dhaatu.org/,dhaatu(at)gmail[dot]com
0,DHANVANTHRI HOSPITAL SOCIETY,No 1 Moore Market Square Bourdillon Road Frazer Town Bangalore 560 005,BENGALURU,KARNATAKA,Not Available,9844233958,Not Available,anantharam[dot]ba(at)gmail.com
0,DHARAMARAM COLLEGE,"Dharmaram College Post, Bannerghatta Road,Bangalore560029",Bangalore,KARNATAKA,Not Available,9916437610,Not Available,mailtosfa(at)gmail[dot]com
0,Dhareshwara Yakshabalaga Charitable Trust,Chandrama Post : Kirimanjeshwara Taluk : Kundapura District : Udupi Karnataka State,Byndoor,KARNATAKA,Not Available,9886833680,Not Available,dhareshwarayakshabalaga(at)gmail[dot]com
0,DHARI DEEPA MAHILA SANGHA,"NO 482/B, 3RD STAGE, 1ST BLOCK, 2ND CROSS, BASAVESHWARANAGAR, BENGALURU",BENGALURU,KARNATAKA,Not Available,9986629955,Not Available,ramaramesh9986(at)gmail[dot]com
0,Dharithree,"No.46,1st main, behind TTD temple, Vyalikavall, Bangalore-560003",Bangalore,KARNATAKA,080-23567518,9448353888,http://www.dharithree.org,Dharithreetrust2018(at)gmail[dot]com
0,Dharma Chakra Trust,"Vidyamandira, No 2/A, JP Road, First Phase, Girinagara, Bangalore 560085.",Bangalore,KARNATAKA,Not Available,9449595208,Not Available,madhukb4(at)gmail[dot]com
0,DHARMA JYOTHY CHARITABLE SOCIETY,QUEEN OF APOSTLES CONVENT VAMANJOOR MANGALORE,Mangaluru,KARNATAKA,Not Available,9448073400,Not Available,dharmajyothisra(at)gmail[dot]com
0,Dharma Megha Trust,"Venkatesha Krupa, Ayyappa Nagara, Mallandur Road",Chikmagalur,KARNATAKA,Not Available,9986846635,Not Available,drchandrusarja(at)gmail[dot]com
0,DHARMA VARDHINI ANNA SATHRA ASHRAMA TRUST,"SY.NO. 724/3, GOSAI GHAT, GANJAM, SRIRANGAPATNA TOWN",MANDYA,KARNATAKA,Not Available,7760749700,Not Available,yajurvediharisha(at)gmail[dot]com
0,dharmagiri social welfare and development trust,No 9 O B Choodahalli Udayapura Post Near Art of Living Bangalore 560082,BANGALORE,KARNATAKA,Not Available,9481250076,http://www2.ngoportal.org/ngo-database-4430-DHARMA,mukundakdswdt(at)gmail[dot]com
0,DHARMARAM VIDYA KSHETRAM,"DHARMARAM COLLEGE POST, BANNERGHATTA ROAD",Bangalore,KARNATAKA,Not Available,9481887205,Not Available,dvkfinanceoffice(at)gmail[dot]com
0,DHARMASTHALA MANJUNATHESHHWARA EDUCATIONAL TRUST (REGD),"DHARMASTHALA MANJUNATHESHHWARA EDUCATIONAL TRUST (REGD) BELTHANGADY TALUK, DAKSHINA KANNADA 574 240",UJIRE,KARNATAKA,Not Available,9036720036,http://www.sdmesociety.in/,coordinatormltcujire(at)gmail[dot]com
0,DHARMASTHALA MANJUNATHESWWARA EDUCATIONAL SOCIETY (REGD),"SDM Eductional Society (R)Ujire, Belthangady Taluk Dakshina Kannada District574240",Ujire,KARNATAKA,Not Available,9448252696,http://www.sdminstitutions.com,ho(at)sdmesociety[dot]in
0,DHARWAD DIST ANJUMAN E ISLAM,"Goods Shed Road, Block 3Kulkarni Hakkal Hubli 580020",Hubballi,KARNATAKA,Not Available,9448326177,Not Available,h[dot]jamaluddin(at)gmail.com
0,Dharwad jilla girijan vivdh uddheshagal (lamps) sahakari sangha (r).hubli,Keteshwar Colony R.N.Shetty Road Old Hubballi Hubballi Dist Dharwad State -Karnataka,HUBBALLI,KARNATAKA,Not Available,9880857255,Not Available,halapetiyk(at)gmail[dot]com
0,DHARWAD JILLA KANNADA SAHITYA PARISHATTU,"DHARWAD JILLA KANNADA SAHITYA PARISHATTUSAHITYA BHAVAN ,NEAR R N SHETTY STADIUM , DHARWAD",DHARWAD,KARNATAKA,Not Available,9449447488,Not Available,suchit[dot]angadi09(at)gmail.com
0,DHARWAD SALESIAN SOCIETY,"DON BOSCO ACADEMY, NAVNAGAR P.O, SUTGATTI, HUBBALLI-580025",HUBLI,KARNATAKA,Not Available,9538049719,Not Available,dbahubli(at)gmail[dot]com
0,DHEESMRUTHI CULTURAL TRUST,"94/96,LIG GROUP-1, K H B Colony, Hootgalli, Mysore, Mysore district",Mysore,KARNATAKA,Not Available,9845514670,Not Available,dheesmruthi(at)gmail[dot]com
0,DHRUSHYA,"DHRUSHYA (R), No.58, 2nd Cross, R.K.Layout, K.G.Nagar, Bangalore",Bangalore,KARNATAKA,08398-282244,9036992658,Not Available,dakshayani07(at)gmail[dot]com
0,Dhwani Foundation,"""Nirvana"" No.329, 18th Cross, Ideal Homes Layout, 1st Phase, Raja Rajeshwari Nagar",Bangalore,KARNATAKA,Not Available,9739444818,http://www.dhwani.1ngo.in,absar(at)dhwanifoundation[dot]com
0,Dhwani Institute For Rural Development,"Dhwani Institute for Rural Development, T.B. Extension, Nagamanagala-571432 Mandya District",Nagamangala,KARNATAKA,08234-285450,9448494414,Not Available,dhwani94ccc(at)yahoo[dot]in
0,DHWANI TRUST,"NO.13, 8TH MAIN,AGRAHARA DASARHALLI",Bengaluru,KARNATAKA,Not Available,9663455891,http://www.dhwanitrust.org,dhwanitrust(at)gmail[dot]com
0,DHYANA PEETA CHARITABLE TRUST,"Nithyanandapuri,Mysore Road,Kallugopahalli,Bidadi",Bengaluru,KARNATAKA,Not Available,9969234256,Not Available,accounts(at)nithynanda[dot]org
0,DHYANVANA,RS NAIDU NAGAR KESARE NR MOHALLA,MYSORE,KARNATAKA,Not Available,9482944396,Not Available,dhyanavana(at)gmail[dot]com
0,DIAMOND EDUCATION SOCIETY VIJAYAPUR,DIAMOND EDUCATION SOCIETY GOPALPUR GALLI NEAR SANGALIKAR CHAL BIJAPUR KARANATAKA INDIA,BIJAPUR,KARNATAKA,08352-240426,9945110426,http://www.dssbkiedu.com,diamonddssbki(at)gmail[dot]com
0,DIDIER CHARITABLE TRUST,"255/2/10 Kothanur Village and Post, Hennur Bagalur Road, Karnataka, Bangalore -560077",Bangalore,KARNATAKA,Not Available,9900071992,Not Available,morningstarblr(at)yahoo[dot]com
0,DIGITAL DISCOURSE FOUNDATION,"1/01, New 03 ,Police Station RD Basavanagudi Bangalore Bangalore KA 560004 India",Bangalore,KARNATAKA,Not Available,9448055645,Not Available,director(at)digitaldiscourse[dot]org.in
0,DIKSHA CHARITABLE TRUST,H. NO. 15-4-343 GANESH NAGAR BIDAR,BIDAR,KARNATAKA,Not Available,9741436432,Not Available,ashokumarr70(at)gmail[dot]com
0,Dildar educational and minority social welfare trust,"H.No. 13/2/35 Dhulpet mohalla Timmapur Tq, Shorapur Dist, Yadgir",Shorapur,KARNATAKA,Not Available,9886206015,Not Available,dildarminoritytrust(at)gmail[dot]com
0,DILERBASHA EDUCATIONAL WELFARE ASSOCIATION,"DILERBASHA EDUCATIONAL WELFARE ASSOCIATION AT :KORIPETE ,SAVANUR-581118 TQ: SAVANURDIST:HAVERI",SAVANUR,KARNATAKA,Not Available,9008307832,Not Available,ss[dot]abrar24(at)gmail.com
0,Dimensions Centre for Child Development,"No 1336, 2nd Cross, Nanjappa Layout, Babusapalya, Bangalore560043",Bangalore,KARNATAKA,Not Available,9980746677,http://www.dimensionstherapy.org,info(at)dimensionstherapy[dot]org
0,DINANILAYA SOCIAL CENTRE,"DINANILAYA SOCIAL CENTRE, KOTHANUR P.O. , BAGALUR ROAD .",BANGALORE,KARNATAKA,Not Available,9741420706,Not Available,dinanilayasocialcenter(at)gmail[dot]com
0,dinesh joshi foundation,"No 34, 2nd cross Amarjyothinagar Vijanagar Bangalore-560040",BANGALORE,KARNATAKA,Not Available,9448087391,Not Available,dnjoshi1970(at)gmail[dot]com
0,Diocese of Belthangady,DIOCESE OF BELTHANGADY UDAYANAGAR BELTHANGADY,BELTHANGADY,KARNATAKA,Not Available,9448428942,Not Available,dioceseofbelthangady(at)gmail[dot]com
0,Diocese Of Chickmaglor,"Bishops Office, Jyothi Nilaya, Jyothinagara post, Chikmagalur 577102",CHIKMAGALUR,KARNATAKA,Not Available,9448775487,Not Available,tomrosario1965(at)gmail[dot]com
0,DIOCESE OF GULBARGA,"KRIPALAYA, Bishops House Kotnoor D Village, Jewargi Raod Near Kendriya Vidyalaya, Nandikoor Post Kalaburagi585102",Gulbarga,KARNATAKA,Not Available,8147172334,http://www.gulbargadiocese.org,gulbargadiocese(at)gmail[dot]com
0,DIOCESE OF MANGALORE,"Bishops House, Kodialbail",Mangalore,KARNATAKA,Not Available,8105573673,Not Available,procuratordom(at)gmail[dot]com
0,Diocese of Shimoga,"Bishops House Malligemane Malligenahalli, Sagar Road Shimoga577205 Karnataka, INDIA",Shimoga,KARNATAKA,Not Available,8277557247,http://www.shimogadiocese.org/,cliffpin76(at)gmail[dot]com
0,DIOCESE OF UDUPI,Bishops House,Udupi,KARNATAKA,Not Available,9481466133,http://www.udupidiocese.in,rodzare(at)yahoo[dot]com
0,DIP RURAL EDUCATIONAL BOARD And CHARITABLE TRUST,"NO 16,BUILDING ADJECENT TO PRASANNA THEATRE,MAGADI ROAD,BANGLORE-560023",BANGALORE,KARNATAKA,Not Available,9513855009,Not Available,aksharainfosolutions(at)gmail[dot]com
0,DISABILITY NGOS ALLIANCE (DNA),"Care of Association of People with Disability (APD), 6th Cross, Hutchins Road, Lingarajpuram",Bangalore,KARNATAKA,Not Available,7349377793,http://www.disabilityngosalliance.org/,jyothi(at)dna-india[dot]org
0,Discalced Carmelite Karnataka Goa Province,3-13-1246 Carmel Hill Kulshekar,MANGLORE,KARNATAKA,Not Available,9448952356,Not Available,dckgprovince(at)rediffmail[dot]com
0,DISTRESS CALL MISSION,SUNDARANAGARA KAMAGERE KOLLEGALA TALUK CHAMARAJANAGAR DISTRICT KARNATAKA STATE,CHAMARAJANAGAR,KARNATAKA,Not Available,9900115100,Not Available,founder[dot]distresscallmission(at)gmail.com
0,District Hindi Premi Mandal Minority Education Trust,"Door No 10/149, Opp Elahi Masjid, Pathakandakam Street, Near Water Tank",Bellary,KARNATAKA,Not Available,8660523653,Not Available,dhpmmetb(at)gmail[dot]com
0,DISTRICT MUSLIM WELFARE,"TIPPU SULTHAN HIGH SCHOOL GANDHI NAGAR AT/PO-HUKKERI-591309,DIST- BELGAUM",BELAGAVI,KARNATAKA,Not Available,9986228992,http://dmwes.org,iapeerzade(at)gmail[dot]com
0,district reddy janasangha,"8th main, winsent building, ashok nagar, tumkur",tumkur,KARNATAKA,Not Available,8095284042,Not Available,rjstumkur(at)gmail[dot]com
0,Divine Educational and Charitable Trust,"Mezzanine Floor, BMTC - TTMC Bldg, Domlur, Bengaluru - 560071, India",bangalore,KARNATAKA,080-41639187,9916128533,Not Available,biovision1(at)yahoo[dot]com
0,DIVINE GENERATION MINISTR,"DGMBC TRUST(R),Bethel Church Road, Innanje Village, Shankarpura Post 574115, Udupi",Udupi,KARNATAKA,Not Available,9902334941,http://www.dgmbethelchurch.org/,dgmofficial(at)gmail[dot]com
0,DIVINE LIGHT CHARITABLE TRUST,"EL SHADDAI, NO 13/2, 2ND CROSS BESIDE ASSISI CHURCH, HENNUR ROAD, KARNATAKA BANK",BANGALORE,KARNATAKA,Not Available,9986025562,Not Available,divinelight[dot]ct(at)gmail.com
0,DIVINE LIGHT MINISTRIES,"El shaddai, 13/2, Beside Assisi Church, Hennur Road, Bangalore",Bangalore,KARNATAKA,Not Available,9343941005,Not Available,divinelig[dot]ministries(at)gmail.com
0,DIVINE LIGHT TRUST FOR THE BLIND,Whitefield mainroad,Bangalore,KARNATAKA,Not Available,9448810689,Not Available,dltb(at)rediffmail[dot]com
0,DIVY DARSHAN GRAMEEN ABHIVRADHI HAGU SWAYAM UDYOG TARABETI SANSTHE BAGALKOT,"Basaveshwar Engineering College Road, 19th Main Road, Vijayanagar, Vidyagiri, Bagalkot-587102.",BAGALKOT,KARNATAKA,Not Available,9980174819,http://www.divyadarshan.org.in,pralhadbhovi(at)yahoo[dot]in
0,Divya Deepa Charitable Trust,"Divya Deepa Charitable Trust Kenchalagudu village, Manandavadi Road, Rayanakere post Mysore",Mysore,KARNATAKA,Not Available,9341369901,http://www.divyadeepatrust.org,divyadeepa[dot]trust(at)gmail.com
0,DIVYA DOWNS DEVELOPMENT TRUST,"3rd main, 4th cross, Janet building, Nearbus stopopp SBI ATM, Viveknagar, Bangalore",Bengaluru,KARNATAKA,Not Available,9845540303,Not Available,estherthom(at)gmail[dot]com
0,DIVYA JOTHI CULTURAL ASSOCIATION,"BHARAMA SAGARA 577519 , CHITRADURGA TQ , CHITRADURGA DIST , KARNATAKA",CHITRADURGA,KARNATAKA,Not Available,7975165067,Not Available,divyajyothica6(at)gmail[dot]com
0,Divya Jyothi Charitable Trust,"Door No. 151-f, 4th Cross, Gokulam 3rd Stage, Mysore - 570002",Mysore,KARNATAKA,0821-2510129,9886409563,http://www.divyajyothitrust.org,divya[dot]jyothi.trust(at)gmail.com
0,DIVYA SHANTHI CHRISTIAN ASSOCIATION,NO.117/4 SAKAMMA LAYOUT H.M.ROAD LINGARAJAPURAM,BANGALORE,KARNATAKA,Not Available,7090663863,Not Available,dscaho(at)gmail[dot]com
0,DIVYA SHANTHI TRUST,NO 117/4 SAKAMMA LAYOUT H M ROAD LINGARAJAPURAM,BANGALORE,KARNATAKA,Not Available,9513188341,Not Available,divyashanthitrust(at)gmail[dot]com
0,Divyaang Myithri Sports Academy,"No 08, Kadiranapalya,Indiranagar Post,Bangalore 560038",Bangalore,KARNATAKA,080-99869611,9986961117,http://www.divyaangmyithri.com,shiva(at)divyaangmyithri[dot]com
0,DIVYADARSHAN RURAL AND URBAN DEVEOPMENT SOCIETY,"H. No. 8-2-144, Sham Sundar Nagar, Shah Gunj Bidar",Bidar,KARNATAKA,Not Available,9845789557,Not Available,divyadarshansocietybidar(at)gmail[dot]com
0,Divyajyothi Seva Trust (R),No.52 3rd Cross Sharadha Layout Pattanagere Rajarajeshwari Nagar Bangalore 560 098,Bangalore,KARNATAKA,Not Available,7899166677,http://www.djst.co.in,aveeshree91(at)gmail[dot]com
0,Divyajyothi Vidya Kendra,"DivyaJyothi Vidya Kendra Vishwa Kendra, Chikkanna Layout, Nelmangala Town -562123",Bangalore Rural,KARNATAKA,080-27726066,9886384609,http://www.djvk.org,presidentdjvk(at)gmail[dot]com
0,DIVYAJYOTI EDUCATION SOCIETY,"Divyajyoti Education Society (R), Industrial area Igari Lakmapura Haveri -581110",Haveri,KARNATAKA,Not Available,8123442273,Not Available,nhdayanand1(at)gmail[dot]com
0,Diya Foundation Bangalore,112 147 Chikkatayappa Reddy Layout Chelkere Kalyan Nagar Bangalore 560043,Bangalore,KARNATAKA,080-25430040,9880052833,http://www.diyafoundation-india.org,diyafoundation(at)gmail[dot]com
0,DOJO KARATE DO WSKF BELAGAVI,H.NO 2450 KAMAT GALLI BELAGAVI,BELAGAVI,KARNATAKA,Not Available,9535355506,Not Available,wskfbgm(at)gmail[dot]com
0,DOLLAR FOR COLLAR,"NO. K 1005, PURVA HIGHLANDS, KANAKAPURA MAIN ROAD, NEAR HOLIDAY VILLAGE, BANGALORE",BANGALORE,KARNATAKA,Not Available,9632547446,Not Available,dollarforcollar2017(at)gmail[dot]com
0,Dominican Educational Society,"Dominican Sisters No.10 Michael Palya 80 Feet Road, Indiranagar, Bangalore 560038",Bangalore,KARNATAKA,Not Available,9449833245,Not Available,domblr(at)hotmail[dot]com
0,DOMINICAN FATHERS MANGALORE SOCIETY,"1-34-30098/1,Ashoknagar,",Mangaluru,KARNATAKA,Not Available,8861354750,Not Available,aquinop_72(at)yahoo[dot]co.in
0,Don Bosco Bidar,"Don Bosco Bidar chickpet, Aurad Road Bidar 585 401",Bidar,KARNATAKA,08482-224988,7204872811,Not Available,dbbidar(at)gmail[dot]com
0,Don Bosco Society Deodurga,Don Bosco Society Chandanakere Road Devadurga584111 RaichurDt. Karnataka,Devadurga,KARNATAKA,Not Available,8762821839,Not Available,deodurgarector(at)dbbangalore[dot]org
0,Don Bosco Yuva Prachodini,"Don Bosco Renewal Centre, Bannerghatta Road, S.O.S Village P.O, Bengaluru560 076",BANGALORE,KARNATAKA,Not Available,9744718571,Not Available,admitdbrc(at)gmail[dot]com
0,Don Bosco Yuvakara Grama Ajjanahalli,"Don Bosco Yuvakara Grama Ajjanahalli, magadi Taluk Ramanagara Dt. 561201, Karnataka",Ramangara,KARNATAKA,080-27271255,7899689843,Not Available,ajjanahallirector(at)dbbangalore[dot]org
0,DORNAHALLI PARISH SOCIETY,"DORNAHALLI PARISH SOCIETY, ST.ANTHONYS SHRINE, DORNAHALLI POST, K.R.NAGAR TALUK,",MYSORE,KARNATAKA,Not Available,8762992294,Not Available,dornahalliparish(at)gmail[dot]com
0,DR A V BALIGA CHARITIES,V M Nagar Doddanagudde,Udupi,KARNATAKA,Not Available,9538886292,Not Available,baligahospital(at)gmail[dot]com
0,DR AMBEDKAR RURAL AND URBAN DEVELOPMENT ORGANISATION (R),"NARAYANAPURA VILLAGE, BELAGERE POST, PARASURAMAPURAM HOBLI,CHITHRADURGA",BELAGERE,KARNATAKA,Not Available,8453988463,Not Available,thippesh[dot]2009(at)rediffmail.com
0,DR B R AMBEDKAR SHIKSHANA MATTU MANAVA SAMPANMULA ABHIVRUDDI SAMASTHE (R),"SAPTAGIRI NILAYA, SRI BASAVESHWAR NAGAR, KOPPAL",KOPPAL,KARNATAKA,Not Available,9972762642,http://www.dehrdo.org,girishkandari(at)gmail[dot]com
0,DR B R AMBEDKAR VIDYA VARDHAKA EDUCATION SOCIETY,"YENKUR POST, BHALKI TALUK",BHALKI,KARNATAKA,Not Available,9844144098,Not Available,sangmesh[dot]associates(at)gmail.com
0,DR BABA SAHEB AMBEDKAR VIDYA VARDHAKA SANGHA SHOROPUR,RANGAMPET -SHORAPUR DT- YADGIR ( Old District- Gulbarga ) PIN-585220,SHORAPUR,KARNATAKA,08443-256833,9448540549,Not Available,drbsavvsshorapur(at)rediffmail[dot]com
0,DR BHIM TRUST FOR DEVELOPMENT,"MATHRUKRUPA NILAYA , 4th CROSS, CHOWDAREDDYPALYA CHINTAMANI TOWN, CHIKKABALLAPURA DISTRICT, KARNATAKA STATE-563125 INDIA",CHINTAMANI,KARNATAKA,Not Available,9611345162,Not Available,dr[dot]bhimtrust(at)gmail.com
0,DR BR AMBEDKAR HARIJANS EDUCATION SOCIETY,"RUKMINI NAGAR, 1ST CROSS, KANABARGI ROAD, MM EXTN, BELAGAVI-590016 KARNATAKA INDIA",BELAGAVI,KARNATAKA,Not Available,9513882180,Not Available,mkolkarbgv(at)gmail[dot]com
0,Dr C N Mruthyunjayappa Trust,"13, Redstone Akshaya, Seegehalli, Kannamangala, Kadugodi",Bangalore,KARNATAKA,Not Available,9880385469,http://www.drcnm.org,info(at)drcnm[dot]org
0,DR M NAGARAJU And RENUKA NAGARAJU CHARITABLE TRUST (R),"Flat 303, No 729, Anandamaya Aprtments 17th cross,6th phase J P Nagar",Bangalore,KARNATAKA,Not Available,9740548195,http://www.suvarnamukhi.org.in,drmnagarajurenukanagarajuct(at)gmail[dot]com
0,Dr Nelson Mandela Grameen Abhivrudhi Seva Samsthe,HNO-36 lUMBINI NIVAS RAILWAY EMPLOYEES COLONY Near Railway Geat Afzalpur Road Heerapur Post Gulbargakaranataka state pin code-585103 09845617201,Gulbarga,KARNATAKA,08472-695270,9845617201,Not Available,nelsonmandela1946(at)gmail[dot]com
0,DR PANDITHA PUTTARAJA SANGEETHA SHIKSHANA SAMSTHE KOPPAL,SWAMI VIVEKANANDA SCHOOL ROAD PWD QUARTERS NO 2 KOPPAL,KOPPAL,KARNATAKA,Not Available,9740421157,Not Available,laxmikotagundi(at)gmail[dot]com
0,DR PUTTARAJ GAWAI NETRADAN SAMSTHE BAGALKOT,C o The Principal S Nijalingappa Medical and HSK Hospital and R C Navanagara Bagalkot,Bagalkot,KARNATAKA,Not Available,9113888707,Not Available,viju[dot]hullalli(at)gmail.com
0,DR R ARUNACHALAM CHARITABLE TRUST,"NO.247, AMMA NURSERY, MANIPAL HOSPITAL ROAD, HALAGEVADERAHALLI, RAJARAESHWARI NAGAR",Bangalore,KARNATAKA,Not Available,9686111111,Not Available,arunimpa(at)gmail[dot]com
0,DR SHARATH AROGYA SHIKSHANA HAGU GRAMINABHIVRUDDI SOCIETY,DR SHARATH AROGYA SHIKSHANA HAGU GRAMINABHIVRUDDI SOCIETYGANESHA COMPLEX K M ROADKADUR-577548,KADUR,KARNATAKA,08267-221044,9448607394,Not Available,drsharathryajaman(at)gmail[dot]com
0,DR SRI JA CHA NI RASTRIYA SEVA PEETA,"DR.SRI JA CHA NI RASTRIYA SEVA PEETA No.49/1, H.B.Samaja Road,Basavanagudi,Bengaluru-560004 Karnataka State",Bangalore,KARNATAKA,Not Available,9113219091,Not Available,drsrijachanirsevapeeta(at)gmail[dot]com
0,DR V R KULKARNI FOUNDATION,PRESIDENT DR V R KULKARNI FOUNDATION BAGLKOT C/O: BANASHANKARI EYE HOSPITAL MAHAVEER ROAD OPPOSITE WATER TANK BAGALKOT 587101,BAGALKOT,KARNATAKA,Not Available,9845666556,Not Available,shravanmasurkar(at)gmail[dot]com
0,Dr. B R Ambedkar trust,DR .B.R. AMBEDKAR TRUST(R) WADAGERA TQ WADAGERA DIST YADGIRI 585355 KARNATAKA STATE,WADAGERA,KARNATAKA,Not Available,9880120474,Not Available,drgbpoojari(at)gmail[dot]com
